Image,Coordinates
image_00448.png,"[(527, 667), (422, 642), (175, 637), (135, 627), (213, 625), (602, 617), (466, 582), (457, 580), (630, 564), (66, 555), (19, 539), (113, 536), (610, 517), (288, 475), (262, 471), (164, 471), (278, 439), (44, 435), (279, 434), (22, 432), (29, 430), (87, 420), (371, 391), (241, 389), (398, 385), (277, 379), (313, 354), (647, 353), (613, 349), (250, 328), (472, 323), (193, 320), (183, 283), (342, 277), (621, 269), (365, 253), (156, 227), (135, 219), (541, 207), (599, 204), (610, 200), (85, 183), (254, 165), (669, 140), (344, 129), (274, 119), (481, 82), (79, 79), (531, 77), (286, 70), (650, 69), (621, 68), (148, 54), (183, 38), (433, 27), (107, 23), (175, 12), (376, 10), (214, 7), (105, 2)]"
image_00449.png,"[(122, 709), (422, 707), (470, 703), (267, 665), (195, 660), (630, 645), (168, 609), (39, 609), (387, 583), (593, 572), (471, 571), (646, 565), (323, 564), (597, 558), (256, 558), (438, 542), (319, 530), (472, 522), (680, 520), (594, 520), (393, 502), (502, 500), (217, 497), (14, 493), (669, 487), (649, 485), (709, 478), (245, 472), (350, 436), (177, 435), (466, 435), (290, 432), (129, 427), (479, 419), (187, 419), (711, 395), (618, 395), (488, 387), (424, 378), (66, 372), (605, 359), (77, 355), (640, 353), (590, 348), (35, 349), (520, 324), (328, 293), (526, 265), (263, 263), (44, 250), (305, 229), (140, 226), (714, 211), (631, 189), (329, 176), (289, 112), (57, 105), (437, 99), (226, 96), (404, 92), (261, 81), (169, 82), (103, 79), (135, 74), (584, 66), (631, 55), (129, 30), (531, 16), (391, 15), (651, 10), (69, 10), (367, 6)]"
image_00450.png,"[(617, 710), (345, 708), (558, 698), (642, 695), (165, 691), (272, 681), (550, 671), (672, 662), (224, 662), (454, 646), (448, 637), (401, 626), (708, 599), (423, 594), (433, 589), (614, 578), (442, 530), (150, 518), (595, 514), (711, 511), (315, 501), (605, 497), (398, 494), (355, 493), (161, 491), (334, 490), (225, 463), (678, 401), (37, 396), (268, 393), (91, 389), (413, 378), (712, 370), (622, 360), (569, 341), (400, 338), (667, 329), (285, 327), (402, 323), (4, 311), (436, 308), (645, 302), (470, 295), (244, 295), (35, 273), (20, 265), (472, 254), (159, 251), (579, 229), (72, 227), (447, 216), (415, 202), (408, 203), (423, 201), (392, 200), (409, 197), (417, 190), (72, 181), (401, 181), (135, 179), (386, 178), (552, 165), (653, 158), (626, 150), (194, 141), (609, 120), (133, 101), (686, 98), (305, 87), (247, 77), (392, 69), (114, 67), (619, 47), (695, 25), (670, 11), (500, 9)]"
image_00451.png,"[(676, 716), (694, 685), (431, 646), (178, 642), (540, 629), (233, 610), (192, 601), (180, 600), (224, 590), (375, 566), (216, 529), (504, 525), (442, 505), (29, 491), (445, 472), (223, 471), (197, 468), (464, 454), (192, 453), (291, 448), (181, 434), (560, 381), (355, 329), (417, 316), (494, 303), (487, 280), (133, 260), (57, 253), (290, 230), (562, 224), (306, 211), (257, 208), (569, 203), (707, 198), (612, 190), (163, 191), (645, 179), (301, 171), (360, 169), (593, 154), (402, 153), (360, 146), (650, 136), (367, 128), (430, 123), (403, 107), (164, 86), (45, 80), (606, 63), (61, 54), (619, 40), (176, 26), (617, 21), (12, 1)]"
image_00452.png,"[(479, 718), (290, 716), (66, 709), (343, 706), (132, 704), (32, 701), (692, 698), (482, 697), (217, 693), (483, 691), (650, 690), (427, 677), (560, 626), (67, 602), (484, 595), (277, 594), (524, 574), (628, 571), (541, 569), (431, 563), (315, 546), (664, 523), (159, 520), (570, 519), (175, 497), (254, 480), (262, 473), (676, 461), (88, 456), (104, 453), (198, 445), (55, 441), (409, 433), (260, 432), (394, 426), (133, 404), (418, 394), (658, 393), (640, 388), (128, 388), (542, 383), (178, 383), (501, 380), (484, 381), (213, 381), (265, 379), (321, 373), (462, 358), (547, 357), (244, 343), (61, 337), (151, 324), (422, 322), (438, 316), (434, 306), (438, 302), (422, 295), (86, 293), (689, 290), (297, 280), (532, 273), (112, 264), (111, 260), (407, 256), (577, 251), (216, 249), (683, 231), (18, 225), (675, 215), (412, 208), (373, 206), (188, 203), (312, 195), (541, 192), (588, 182), (700, 175), (176, 165), (153, 165), (367, 159), (208, 151), (614, 150), (2, 140), (649, 134), (375, 97), (552, 93), (202, 69), (517, 67), (62, 62), (663, 59), (577, 59), (676, 57), (632, 50), (304, 46), (324, 32), (135, 26), (425, 24), (269, 24), (561, 19), (682, 17), (93, 4), (161, 2)]"
image_00453.png,"[(709, 673), (715, 653), (305, 575), (365, 510), (567, 503), (166, 484), (52, 426), (294, 380), (30, 372), (589, 364), (453, 356), (126, 346), (29, 301), (137, 248), (140, 239), (357, 224), (266, 223), (391, 217), (231, 152), (470, 127), (53, 75), (688, 68), (442, 62), (601, 60), (91, 59), (22, 9), (230, 4), (94, 2)]"
image_00454.png,"[(478, 656), (520, 624), (675, 619), (687, 508), (492, 475), (236, 462), (4, 425), (171, 417), (392, 342), (495, 331), (705, 327), (172, 265), (307, 226), (1, 225), (5, 204), (568, 186), (115, 180), (280, 177), (527, 173), (219, 165), (193, 162), (326, 144), (573, 115), (18, 103), (115, 90), (485, 52), (103, 25), (629, 10)]"
image_00455.png,"[(404, 677), (474, 658), (692, 646), (238, 643), (276, 601), (109, 565), (286, 557), (139, 552), (529, 517), (14, 517), (7, 512), (200, 508), (673, 508), (133, 430), (597, 375), (102, 368), (668, 325), (539, 312), (586, 290), (195, 215), (247, 191), (717, 178), (675, 171), (612, 161), (368, 146), (304, 142), (70, 69), (417, 51), (693, 36), (618, 27), (612, 23)]"
image_00456.png,"[(423, 687), (188, 661), (510, 650), (228, 623), (232, 585), (611, 561), (174, 561), (631, 557), (656, 545), (244, 529), (465, 524), (199, 485), (207, 451), (629, 437), (45, 431), (43, 359), (84, 326), (675, 281), (551, 239), (177, 223), (54, 221), (366, 217), (44, 208), (532, 177), (164, 170), (449, 156), (226, 146), (549, 143), (113, 122), (667, 106), (400, 74), (393, 34), (540, 29)]"
image_00457.png,"[(425, 694), (287, 673), (196, 669), (540, 647), (307, 642), (171, 634), (224, 595), (267, 537), (167, 500), (546, 497), (537, 461), (12, 411), (35, 394), (716, 375), (308, 290), (630, 289), (436, 186), (368, 171), (404, 159), (98, 153), (693, 132), (412, 85), (442, 69), (27, 68), (258, 62), (121, 60), (236, 56), (546, 45), (550, 41)]"
image_00458.png,"[(327, 718), (115, 695), (405, 570), (426, 523), (312, 503), (307, 483), (458, 455), (106, 432), (570, 429), (511, 365), (53, 301), (366, 286), (628, 280), (513, 256), (458, 239), (656, 235), (308, 208), (563, 174), (262, 49), (480, 37), (113, 36), (527, 14)]"
image_00459.png,"[(535, 685), (264, 676), (250, 675), (423, 643), (117, 605), (136, 556), (471, 515), (622, 497), (266, 471), (35, 442), (309, 435), (324, 420), (220, 371), (600, 353), (513, 316), (231, 309), (651, 294), (407, 285), (293, 278), (624, 241), (266, 238), (184, 218), (142, 207), (624, 96), (131, 95), (298, 72), (691, 67), (716, 22), (175, 6)]"
image_00460.png,"[(555, 710), (407, 693), (73, 658), (362, 658), (383, 632), (123, 605), (518, 584), (372, 577), (392, 537), (396, 520), (302, 481), (395, 467), (582, 458), (97, 455), (621, 410), (426, 398), (356, 384), (625, 382), (215, 374), (640, 354), (503, 333), (82, 299), (427, 296), (449, 287), (0, 274), (536, 269), (553, 265), (205, 252), (523, 234), (29, 231), (117, 220), (615, 202), (540, 200), (402, 171), (523, 141), (316, 123), (450, 116), (262, 107), (45, 83), (85, 68), (706, 18), (563, 9)]"
image_00461.png,"[(222, 708), (455, 667), (635, 656), (102, 652), (339, 596), (449, 592), (158, 575), (55, 490), (559, 462), (199, 447), (214, 433), (637, 419), (151, 332), (457, 330), (612, 273), (369, 239), (465, 187), (365, 181), (110, 174), (638, 115), (387, 113), (237, 98), (507, 98), (512, 90), (147, 89), (136, 67), (112, 54), (628, 36), (13, 26)]"
image_00462.png,"[(137, 701), (143, 671), (117, 653), (421, 634), (328, 616), (411, 601), (692, 592), (191, 552), (120, 422), (93, 395), (525, 329), (714, 265), (479, 265), (201, 230), (30, 218), (85, 199), (671, 127), (662, 72), (717, 55), (607, 40), (57, 32), (583, 30), (381, 29), (502, 21), (391, 9)]"
image_00463.png,"[(456, 713), (548, 650), (488, 638), (681, 589), (608, 584), (45, 554), (39, 502), (462, 496), (512, 469), (536, 431), (31, 426), (367, 380), (399, 378), (471, 356), (114, 346), (30, 322), (294, 304), (289, 297), (270, 293), (433, 261), (246, 248), (201, 195), (425, 192), (87, 188), (88, 135), (563, 77), (620, 70), (351, 63), (691, 41)]"
image_00464.png,"[(241, 699), (494, 689), (576, 660), (470, 632), (108, 602), (617, 595), (712, 589), (225, 577), (404, 492), (454, 469), (83, 467), (712, 455), (470, 435), (424, 393), (499, 387), (202, 373), (472, 330), (490, 301), (16, 274), (110, 261), (345, 230), (122, 184), (366, 160), (71, 152), (415, 143), (537, 75), (336, 40), (234, 34), (422, 33), (542, 19), (417, 17), (610, 16), (163, 0)]"
image_00465.png,"[(107, 701), (420, 698), (496, 696), (408, 694), (512, 676), (130, 648), (586, 644), (73, 641), (613, 630), (78, 608), (611, 598), (265, 583), (295, 582), (40, 567), (355, 558), (488, 532), (35, 522), (516, 510), (31, 506), (404, 497), (168, 497), (41, 466), (2, 461), (392, 457), (453, 438), (514, 397), (157, 355), (432, 330), (166, 294), (25, 289), (155, 268), (154, 236), (143, 235), (20, 216), (33, 205), (315, 196), (342, 187), (635, 177), (53, 118), (332, 115), (252, 61), (244, 0)]"
image_00466.png,"[(172, 702), (30, 596), (167, 594), (359, 584), (505, 582), (123, 534), (314, 490), (627, 471), (663, 433), (717, 379), (561, 376), (150, 365), (563, 356), (195, 289), (391, 241), (685, 188), (97, 176), (249, 119), (384, 101), (656, 94), (37, 26), (127, 8)]"
image_00467.png,"[(218, 711), (347, 708), (622, 706), (707, 617), (42, 613), (131, 579), (106, 556), (614, 540), (453, 517), (441, 511), (703, 436), (339, 402), (373, 363), (522, 326), (575, 306), (594, 296), (61, 263), (315, 223), (512, 216), (543, 161), (612, 152), (190, 112), (600, 104), (529, 58), (493, 35), (81, 15), (510, 10)]"
image_00468.png,"[(711, 643), (457, 633), (212, 622), (520, 592), (576, 577), (201, 541), (546, 528), (258, 520), (717, 512), (574, 511), (582, 456), (105, 433), (275, 432), (614, 425), (624, 411), (338, 399), (661, 394), (134, 385), (640, 360), (547, 342), (134, 339), (39, 310), (693, 304), (103, 280), (631, 268), (363, 250), (501, 212), (400, 97), (531, 92), (331, 47), (459, 34), (372, 16), (680, 5)]"
image_00469.png,"[(32, 718), (543, 633), (304, 632), (243, 574), (624, 563), (361, 561), (193, 540), (391, 522), (297, 507), (643, 490), (538, 457), (63, 455), (298, 431), (94, 410), (375, 377), (90, 372), (28, 360), (90, 315), (37, 280), (455, 270), (306, 263), (473, 262), (37, 246), (495, 245), (448, 145), (686, 129), (703, 72)]"
image_00470.png,"[(512, 697), (547, 665), (343, 659), (442, 647), (183, 618), (195, 616), (2, 601), (28, 583), (259, 573), (440, 572), (262, 548), (66, 531), (596, 515), (598, 481), (307, 481), (514, 466), (323, 456), (76, 454), (166, 439), (305, 430), (45, 425), (179, 405), (88, 376), (407, 361), (217, 338), (118, 311), (12, 296), (383, 214), (366, 181), (640, 87), (524, 59), (106, 58)]"
image_00471.png,"[(596, 594), (704, 566), (95, 545), (652, 535), (7, 488), (218, 466), (676, 392), (264, 307), (158, 261), (655, 259), (275, 256), (624, 250), (149, 242), (292, 183), (580, 154), (578, 146), (561, 135), (396, 135), (554, 84), (325, 84), (166, 35), (529, 20)]"
image_00472.png,"[(520, 706), (411, 701), (718, 663), (627, 662), (162, 649), (633, 577), (629, 516), (392, 501), (138, 432), (152, 430), (417, 382), (300, 366), (614, 362), (670, 357), (1, 341), (696, 331), (667, 275), (321, 231), (110, 231), (145, 186), (464, 182), (156, 168), (43, 141), (648, 93), (40, 78), (413, 45), (692, 34), (95, 34), (321, 26), (210, 18), (59, 0)]"
image_00473.png,"[(191, 716), (610, 697), (278, 658), (440, 651), (13, 640), (351, 631), (626, 577), (647, 563), (553, 553), (543, 545), (228, 518), (259, 450), (673, 420), (708, 409), (299, 408), (475, 402), (539, 399), (446, 393), (248, 383), (2, 383), (606, 359), (673, 320), (608, 317), (241, 303), (384, 280), (251, 260), (252, 243), (151, 224), (689, 210), (240, 191), (420, 143), (43, 136), (184, 116), (256, 116), (449, 88), (447, 59), (624, 43), (653, 43), (318, 36), (456, 28), (447, 24), (5, 17), (236, 15), (255, 1)]"
image_00474.png,"[(142, 701), (477, 697), (474, 685), (110, 590), (26, 575), (120, 500), (37, 489), (665, 465), (313, 464), (126, 451), (527, 417), (344, 362), (34, 335), (216, 318), (516, 314), (322, 291), (46, 202), (58, 185), (68, 159), (403, 141), (674, 103), (471, 83), (276, 32)]"
image_00475.png,"[(284, 644), (11, 634), (20, 625), (169, 583), (52, 555), (41, 532), (332, 524), (467, 519), (247, 519), (345, 479), (206, 457), (45, 451), (45, 421), (15, 408), (631, 377), (621, 367), (213, 328), (308, 326), (292, 297), (66, 295), (562, 229), (608, 204), (601, 51), (347, 5)]"
image_00476.png,"[(701, 667), (87, 583), (12, 584), (71, 580), (425, 573), (316, 559), (26, 558), (256, 535), (609, 530), (391, 509), (37, 482), (487, 478), (435, 442), (481, 415), (301, 392), (78, 386), (403, 384), (13, 384), (368, 377), (520, 375), (372, 363), (651, 359), (67, 354), (316, 345), (20, 335), (376, 331), (328, 306), (25, 284), (69, 279), (85, 266), (598, 260), (363, 244), (350, 232), (290, 230), (418, 199), (428, 194), (288, 182), (21, 180), (20, 135), (291, 120), (182, 101), (134, 96), (555, 84), (198, 82), (117, 73), (458, 60), (404, 50), (591, 49), (321, 45), (344, 33), (10, 18), (503, 16)]"
image_00477.png,"[(394, 701), (156, 698), (618, 679), (368, 645), (373, 615), (504, 585), (562, 572), (648, 545), (627, 542), (571, 534), (171, 513), (622, 498), (10, 497), (244, 485), (324, 483), (265, 464), (309, 459), (346, 458), (228, 451), (164, 444), (488, 434), (465, 427), (318, 426), (352, 416), (597, 413), (285, 390), (566, 383), (347, 351), (256, 344), (337, 341), (63, 318), (209, 316), (510, 309), (89, 309), (414, 290), (62, 281), (147, 280), (512, 267), (45, 265), (13, 234), (222, 226), (630, 211), (433, 203), (549, 183), (353, 170), (454, 155), (482, 140), (345, 140), (469, 129), (281, 125), (621, 124), (293, 106), (261, 103), (286, 96), (600, 95), (657, 93), (695, 85), (273, 85), (635, 84), (493, 42), (210, 21), (11, 19), (226, 5)]"
image_00478.png,"[(604, 707), (147, 692), (152, 668), (432, 665), (587, 660), (486, 645), (427, 627), (448, 625), (59, 616), (346, 595), (145, 572), (35, 566), (547, 553), (255, 549), (401, 537), (639, 512), (377, 461), (66, 457), (6, 436), (354, 420), (227, 408), (200, 401), (281, 394), (516, 392), (54, 388), (543, 376), (572, 372), (107, 367), (97, 367), (468, 353), (623, 344), (422, 316), (184, 285), (464, 284), (630, 276), (148, 265), (401, 221), (201, 219), (387, 216), (650, 210), (215, 206), (380, 202), (689, 190), (246, 178), (438, 164), (268, 148), (446, 134), (99, 133), (626, 120), (147, 113), (198, 108), (548, 107), (629, 100), (587, 99), (587, 96), (566, 86), (116, 81), (72, 69), (512, 53), (85, 47), (43, 46), (178, 21), (679, 1)]"
image_00479.png,"[(161, 713), (641, 710), (332, 709), (40, 710), (254, 703), (447, 696), (681, 684), (526, 676), (500, 676), (157, 662), (170, 654), (305, 653), (252, 650), (404, 644), (158, 642), (361, 589), (295, 587), (230, 581), (422, 568), (221, 569), (665, 564), (573, 561), (470, 556), (93, 518), (3, 514), (466, 509), (91, 507), (695, 494), (96, 484), (127, 452), (385, 446), (164, 441), (252, 433), (92, 403), (174, 397), (634, 390), (234, 385), (555, 379), (701, 369), (699, 365), (693, 361), (662, 354), (244, 344), (257, 324), (422, 304), (657, 298), (366, 297), (28, 295), (99, 286), (456, 276), (155, 268), (612, 243), (322, 241), (251, 227), (442, 199), (552, 193), (656, 184), (79, 167), (506, 165), (392, 160), (234, 160), (183, 160), (249, 156), (293, 120), (701, 109), (144, 99), (60, 84), (48, 81), (717, 77), (460, 52), (222, 47), (505, 44), (189, 26), (7, 21), (671, 16), (221, 17), (264, 1)]"
image_00480.png,"[(355, 701), (52, 700), (274, 671), (138, 670), (309, 666), (311, 654), (329, 652), (702, 650), (224, 643), (71, 637), (61, 635), (257, 623), (708, 609), (118, 597), (472, 591), (717, 585), (656, 575), (230, 573), (137, 562), (59, 546), (450, 540), (382, 530), (253, 531), (697, 519), (640, 512), (516, 505), (454, 504), (594, 480), (408, 471), (353, 461), (422, 459), (236, 456), (555, 447), (580, 432), (496, 419), (534, 414), (201, 404), (44, 402), (616, 397), (182, 394), (493, 391), (213, 376), (192, 371), (642, 368), (403, 363), (175, 361), (352, 349), (631, 335), (656, 331), (88, 330), (477, 329), (342, 329), (103, 328), (342, 315), (100, 310), (452, 307), (522, 301), (97, 300), (409, 298), (306, 298), (717, 297), (350, 296), (361, 291), (507, 291), (613, 289), (382, 287), (171, 282), (78, 274), (93, 264), (346, 263), (350, 248), (323, 237), (106, 237), (274, 233), (196, 221), (531, 217), (544, 217), (486, 216), (419, 214), (368, 212), (437, 206), (500, 199), (629, 195), (25, 163), (375, 156), (498, 147), (191, 134), (478, 114), (432, 110), (252, 110), (457, 92), (290, 90), (661, 86), (512, 83), (463, 80), (181, 75), (122, 70), (356, 70), (239, 65), (445, 63), (232, 61), (146, 60), (656, 47), (301, 36), (402, 30), (642, 20), (236, 17), (373, 8), (453, 5)]"
image_00481.png,"[(421, 718), (608, 712), (521, 701), (277, 667), (235, 651), (575, 637), (70, 635), (47, 628), (425, 620), (282, 620), (131, 604), (23, 604), (610, 583), (126, 567), (623, 565), (356, 555), (630, 543), (464, 542), (520, 531), (341, 530), (322, 507), (528, 495), (567, 485), (363, 475), (357, 473), (549, 465), (557, 457), (214, 454), (452, 446), (11, 442), (195, 430), (498, 427), (351, 424), (701, 414), (548, 412), (199, 380), (580, 372), (475, 362), (665, 359), (276, 339), (425, 336), (526, 333), (667, 320), (405, 316), (247, 314), (462, 310), (104, 306), (718, 296), (714, 286), (464, 272), (560, 270), (580, 268), (570, 230), (269, 158), (514, 157), (14, 153), (486, 136), (507, 131), (609, 123), (51, 114), (264, 108), (479, 87), (323, 81), (329, 71), (321, 62), (560, 45), (28, 44), (333, 34), (335, 28), (673, 26), (658, 18), (564, 13), (149, 9)]"
image_00482.png,"[(555, 693), (683, 692), (627, 683), (496, 673), (91, 666), (212, 632), (533, 628), (271, 610), (79, 610), (59, 610), (621, 577), (83, 568), (394, 564), (604, 558), (494, 556), (104, 510), (578, 493), (623, 484), (183, 460), (173, 453), (670, 439), (78, 439), (439, 437), (85, 426), (389, 398), (46, 394), (541, 378), (577, 332), (404, 325), (622, 313), (123, 300), (428, 283), (476, 279), (497, 270), (644, 266), (647, 262), (634, 258), (706, 243), (691, 236), (157, 223), (132, 221), (673, 214), (695, 213), (676, 206), (708, 201), (573, 181), (131, 179), (480, 145), (9, 132), (518, 128), (93, 95), (398, 83), (614, 77), (282, 52), (564, 38), (46, 23)]"
image_00483.png,"[(76, 683), (471, 682), (218, 679), (628, 674), (534, 644), (710, 635), (304, 601), (251, 597), (188, 597), (61, 591), (665, 579), (123, 572), (460, 561), (306, 558), (339, 509), (283, 502), (700, 477), (527, 474), (689, 467), (444, 467), (137, 442), (155, 436), (319, 435), (173, 430), (497, 425), (213, 416), (290, 413), (240, 399), (25, 365), (688, 357), (547, 325), (495, 321), (581, 317), (86, 316), (465, 306), (666, 302), (508, 261), (43, 256), (253, 247), (571, 242), (32, 228), (42, 214), (168, 208), (469, 203), (713, 195), (541, 195), (201, 185), (718, 182), (474, 172), (455, 164), (472, 159), (130, 158), (455, 157), (459, 153), (701, 150), (477, 146), (679, 141), (355, 134), (273, 107), (189, 103), (298, 98), (337, 91), (54, 88), (58, 81), (1, 79), (131, 78), (604, 73), (716, 61), (276, 58), (596, 48), (60, 35), (104, 30), (474, 28), (400, 26), (23, 20), (156, 14), (558, 3), (399, 0)]"
image_00484.png,"[(330, 710), (503, 695), (173, 688), (185, 687), (370, 675), (332, 672), (464, 651), (575, 643), (363, 638), (509, 601), (397, 594), (411, 568), (373, 558), (588, 476), (662, 459), (708, 408), (362, 383), (438, 303), (378, 303), (483, 225), (555, 215), (324, 170), (367, 134), (382, 91), (630, 82), (205, 76), (237, 67), (303, 31), (373, 23), (117, 16), (111, 10), (91, 9)]"
image_00485.png,"[(37, 648), (356, 615), (277, 558), (371, 504), (661, 493), (437, 410), (155, 399), (514, 363), (555, 337), (398, 336), (4, 333), (717, 325), (471, 291), (363, 287), (113, 285), (498, 219), (590, 194), (270, 164), (314, 131), (703, 120), (323, 94), (45, 89), (563, 63), (268, 62), (342, 40)]"
image_00486.png,"[(98, 711), (137, 691), (113, 674), (689, 631), (200, 629), (248, 593), (155, 579), (478, 562), (602, 527), (203, 517), (646, 509), (38, 488), (289, 486), (553, 457), (456, 434), (29, 413), (577, 385), (40, 356), (332, 343), (320, 342), (406, 326), (683, 311), (417, 303), (157, 265), (187, 257), (483, 256), (506, 237), (240, 221), (498, 206), (44, 201), (617, 175), (364, 168), (275, 152), (387, 141), (254, 115), (311, 83), (1, 63), (362, 30), (646, 27)]"
image_00487.png,"[(189, 695), (625, 694), (558, 688), (79, 671), (481, 627), (429, 616), (561, 599), (506, 599), (460, 595), (590, 595), (575, 559), (359, 488), (350, 479), (707, 442), (97, 379), (69, 276), (254, 226), (12, 227), (396, 193), (190, 143), (492, 58), (0, 54), (520, 13)]"
image_00488.png,"[(91, 708), (492, 554), (55, 535), (185, 525), (589, 497), (704, 493), (488, 456), (87, 440), (18, 409), (161, 398), (148, 353), (273, 323), (539, 262), (35, 243), (5, 226), (604, 159), (336, 115), (323, 112), (498, 104), (199, 25)]"
image_00489.png,"[(684, 664), (132, 593), (579, 586), (141, 586), (710, 582), (276, 527), (257, 494), (667, 490), (291, 476), (266, 449), (413, 422), (357, 406), (271, 394), (523, 389), (231, 376), (269, 365), (446, 340), (369, 341), (663, 337), (657, 325), (128, 235), (369, 193), (704, 187), (642, 168), (99, 158), (618, 149), (422, 140), (150, 125), (473, 114), (434, 72), (147, 35), (598, 20)]"
image_00490.png,"[(33, 718), (79, 709), (442, 704), (209, 695), (495, 678), (588, 648), (567, 628), (608, 614), (14, 590), (533, 584), (496, 581), (508, 544), (473, 533), (266, 441), (532, 399), (266, 391), (533, 388), (168, 385), (218, 290), (225, 175), (676, 155), (152, 132), (457, 125), (95, 109), (264, 94), (190, 55), (703, 52), (286, 50), (523, 39)]"
image_00491.png,"[(627, 707), (662, 659), (411, 647), (708, 643), (707, 584), (185, 576), (622, 562), (21, 547), (588, 505), (560, 493), (48, 493), (626, 472), (693, 454), (661, 453), (273, 452), (26, 446), (390, 444), (222, 444), (492, 435), (206, 429), (476, 422), (235, 412), (171, 385), (665, 383), (423, 351), (395, 343), (452, 317), (178, 292), (717, 292), (57, 281), (23, 278), (245, 277), (568, 267), (234, 249), (646, 233), (591, 214), (146, 209), (196, 202), (29, 198), (628, 196), (564, 175), (291, 168), (695, 151), (4, 132), (15, 128), (548, 122), (473, 120), (537, 111), (410, 100), (540, 98), (296, 86), (446, 83), (677, 72), (670, 71), (252, 71), (73, 67), (149, 38)]"
image_00492.png,"[(384, 716), (565, 713), (255, 711), (661, 700), (418, 697), (706, 689), (384, 682), (249, 680), (479, 661), (664, 657), (519, 620), (180, 621), (188, 618), (217, 616), (651, 596), (483, 583), (50, 573), (613, 536), (228, 535), (498, 523), (327, 509), (480, 506), (301, 504), (429, 502), (10, 502), (63, 493), (145, 490), (15, 488), (602, 472), (389, 468), (422, 462), (528, 456), (700, 450), (96, 447), (446, 443), (84, 415), (65, 413), (418, 405), (124, 403), (183, 388), (30, 324), (507, 322), (123, 321), (415, 317), (252, 314), (561, 295), (16, 289), (51, 281), (1, 278), (320, 273), (314, 270), (179, 221), (147, 219), (453, 206), (336, 190), (196, 185), (678, 181), (220, 173), (479, 172), (529, 167), (282, 166), (245, 163), (312, 144), (120, 138), (389, 137), (564, 131), (283, 125), (37, 117), (422, 114), (331, 113), (309, 99), (201, 74), (640, 68), (688, 65), (521, 43), (213, 21), (151, 20), (386, 17), (605, 15), (265, 7)]"
image_00493.png,"[(298, 715), (0, 697), (212, 690), (262, 683), (148, 680), (140, 680), (422, 669), (39, 639), (64, 623), (92, 588), (701, 581), (287, 554), (619, 550), (596, 542), (219, 523), (127, 523), (32, 508), (221, 499), (700, 496), (567, 467), (663, 450), (11, 444), (126, 437), (21, 427), (521, 421), (482, 383), (520, 380), (206, 380), (649, 378), (279, 371), (640, 362), (585, 329), (90, 328), (376, 328), (591, 321), (123, 296), (34, 290), (384, 278), (597, 265), (77, 257), (189, 251), (381, 240), (54, 230), (477, 219), (225, 205), (396, 200), (586, 182), (464, 168), (718, 151), (342, 136), (179, 123), (632, 104), (368, 104), (367, 97), (58, 85), (559, 81), (30, 77), (424, 52), (12, 47), (489, 41), (89, 25), (511, 9), (432, 6)]"
image_00494.png,"[(659, 691), (382, 667), (169, 655), (222, 650), (99, 641), (373, 627), (116, 610), (591, 608), (369, 607), (631, 592), (287, 589), (563, 566), (412, 554), (387, 499), (701, 493), (335, 479), (215, 475), (234, 475), (320, 453), (315, 450), (566, 442), (710, 422), (515, 419), (224, 404), (299, 397), (458, 385), (504, 371), (204, 356), (422, 324), (451, 304), (441, 287), (202, 286), (357, 276), (181, 275), (351, 272), (679, 216), (667, 216), (214, 191), (580, 162), (284, 143), (674, 133), (681, 128), (207, 127), (113, 124), (134, 122), (18, 119), (50, 107), (370, 106), (598, 98), (293, 96), (283, 86), (344, 67), (54, 63), (714, 63), (698, 51), (441, 43), (623, 38), (283, 29), (404, 28), (637, 12), (689, 3)]"
image_00495.png,"[(181, 714), (50, 696), (625, 695), (368, 684), (610, 684), (442, 672), (128, 663), (667, 662), (431, 657), (211, 653), (430, 644), (510, 638), (533, 625), (115, 623), (72, 617), (164, 607), (546, 577), (671, 554), (271, 536), (275, 520), (199, 517), (46, 499), (150, 480), (81, 450), (178, 441), (530, 439), (302, 414), (403, 410), (432, 410), (325, 409), (139, 409), (239, 403), (307, 403), (172, 397), (91, 388), (176, 377), (660, 375), (179, 373), (232, 371), (664, 366), (453, 360), (395, 352), (396, 339), (642, 332), (71, 321), (52, 316), (325, 311), (579, 310), (151, 310), (693, 303), (456, 300), (335, 294), (463, 292), (236, 292), (151, 291), (319, 290), (178, 287), (710, 286), (406, 284), (710, 282), (716, 280), (388, 279), (692, 275), (203, 273), (689, 269), (670, 268), (572, 268), (604, 267), (414, 267), (695, 247), (632, 246), (460, 241), (299, 240), (220, 238), (199, 236), (703, 234), (702, 229), (233, 224), (666, 224), (696, 221), (99, 217), (532, 205), (408, 205), (242, 200), (627, 190), (333, 190), (478, 169), (90, 158), (391, 150), (370, 147), (577, 145), (82, 143), (149, 109), (105, 102), (650, 77), (18, 78), (657, 67), (212, 65), (53, 61), (506, 59), (463, 58), (206, 57), (236, 51), (312, 42), (598, 30), (331, 18), (567, 2), (137, 2), (602, 0), (121, 0)]"
image_00496.png,"[(183, 691), (348, 625), (122, 591), (331, 588), (195, 566), (378, 541), (604, 537), (630, 532), (497, 494), (26, 460), (646, 458), (310, 437), (360, 409), (696, 399), (457, 377), (578, 364), (625, 328), (151, 328), (190, 302), (336, 296), (63, 287), (348, 265), (266, 255), (219, 247), (194, 239), (396, 233), (433, 229), (228, 227), (6, 189), (390, 183), (360, 164), (324, 135), (653, 132), (472, 104), (651, 102), (335, 85), (544, 80), (211, 59), (442, 51), (197, 14)]"
